"file","subject","vl","time","condition","age","gender","SVS1","SVS2","SVS3","autonomie1","autonomie2","autonomie3","LOT1","LOT2","LOT3","LOT4","LOT5","LOT6","LOT7","LOT8","LOT9","LOT10","SMS5_1","SMS5_2","SMS5_3","SMS5_4","SMS5_5","ITW_1","ITW_2","ITW_3","ITW_4","ITW_5","ITW_6","handaufsherz","SMS5_2r","SMS5_4r","ITW_3r","ITW_4r","ITW_6r","LOT3r","LOT7r","LOT9r","SMS5","SVS","ITW","LOT_Opt","LOT_Pess","hitsCon","hitsExp","BF.exp","BF.con"
169,"nnq0uvj7hd5hxmp2",2,"2024-01-09T11:38:09Z","C2",29,"weiblich",7,6,5,2,3,1,2,1,2,1,3,3,1,2,1,3,6,4,5,3,0,3,3,5,3,2,3,"Ja",2,3,0,2,2,2,3,3,3.2,6,2,2,2.666666666666667,5,7,0.24247485084440012,0.9481881899263981
244,"xl1br93axmf166e8",3,"2024-01-09T11:42:03Z","C2",22,"weiblich",3,3,3,1,1,0,3,2,3,3,4,4,1,4,3,2,5,3,4,2,4,3,3,3,3,3,3,"Ja",3,4,2,2,2,1,3,1,4,3,2.5,2.666666666666667,1.666666666666667,4,6,0.24682815396865143,0.9028889323044715
245,"8jwtfpzp6rtthz29",3,"2024-01-09T11:49:16Z","C2",36,"männlich",6,6,7,4,0,0,3,1,2,3,3,3,0,4,2,2,3,3,4,4,1,1,1,4,4,0,4,"Ja",3,2,1,1,1,2,4,2,2.6,6.333333333333333,0.833333333333333,2.666666666666667,2.666666666666667,2,3,0.23739906823263923,0.7834599422934204
49,"c1cy2s124lton0p6",1,"2024-01-09T12:20:07Z","C1",21,"männlich",9,10,10,4,3,3,4,3,1,4,3,3,3,3,4,4,1,4,1,4,0,5,5,4,1,1,1,"Ja",2,2,1,4,4,3,1,0,1.2,9.666666666666666,3.333333333333333,4,1.333333333333333,5,7,0.24691879246597984,0.7823379277162122
50,"cxmvdryo46m0ux5l",1,"2024-01-09T12:25:44Z","C1",33,"weiblich",8,5,8,3,2,3,3,3,3,3,3,1,1,2,2,2,0,5,0,5,0,0,1,2,1,2,2,"Ja",1,1,3,4,3,1,3,2,0.4,7,2.166666666666667,2.666666666666667,2,5,3,0.23752125750448644,0.7812217079447068
246,"u04elz232r31od0p",3,"2024-01-09T12:33:01Z","C1",23,"männlich",6,7,8,3,3,2,3,2,1,3,3,2,1,3,0,4,1,4,1,4,1,3,3,3,2,1,1,"Ja",2,2,2,3,4,3,3,4,1.4,7,2.666666666666667,3.333333333333333,3.333333333333333,2,2,0.22544033531334415,0.6865233758995481
170,"bv60h4cy7pftw4m1",2,"2024-01-09T12:53:46Z","C1",24,"weiblich",6,7,9,3,4,1,1,1,1,3,4,4,1,1,2,3,3,3,1,5,3,4,4,5,2,3,1,"Ja",3,1,0,3,4,3,3,2,2.2,7.333333333333333,3,2.333333333333333,2.666666666666667,3,4,0.22096060956908162,0.6340607199938868
51,"gafho2tnbw3hkd16",1,"2024-01-09T13:07:19Z","C1",20,"weiblich",8,9,9,3,4,3,4,3,4,3,4,2,1,2,4,3,4,3,3,4,1,5,4,1,2,2,1,"Ja",3,2,4,3,4,0,3,0,2.6,8.666666666666666,3.666666666666667,3.333333333333333,1,7,3,0.21333838069152858,0.6813314172990776
247,"84kt8ocrbe3geezv",3,"2024-01-09T13:35:44Z","C1",22,"weiblich",5,4,6,4,4,4,1,1,0,2,2,3,0,2,2,3,4,3,3,2,0,5,5,3,1,5,1,"Ja",3,4,2,4,4,4,4,2,2.8,5,4.166666666666667,2,3.333333333333333,6,6,0.2167091968749043,0.7068549048365411
248,"3xo8xy6he8ozxc7h",3,"2024-01-09T13:44:13Z","C2",29,"weiblich",10,6,10,4,2,2,3,3,2,3,4,4,3,2,1,4,1,4,0,6,0,5,5,3,2,4,3,"Ja",2,0,2,3,2,2,1,3,0.6,8.666666666666666,3.5,3.333333333333333,2,5,3,0.209355105242299,0.7057908635248684
249,"5b1k1c6ymdkwfmzb",3,"2024-01-09T14:13:49Z","C1",26,"weiblich",4,6,7,1,1,1,4,1,2,3,4,3,1,3,1,4,0,3,1,5,2,3,2,3,1,3,4,"Ja",3,1,2,4,1,2,3,3,1.4,5.666666666666667,2.5,3.666666666666667,2.666666666666667,7,4,0.2054123316006984,0.7616169882138706
250,"7pjztqlectoj0qxw",3,"2024-01-09T14:36:17Z","C1",32,"weiblich",8,7,9,4,3,1,2,3,1,4,4,3,0,2,0,4,0,5,0,6,0,3,3,2,2,2,4,"Ja",1,0,3,3,1,3,4,4,0.2,8,2.5,3.333333333333333,3.666666666666667,6,6,0.20856469909876507,0.7920864940422662
251,"gmvj2ajbeev401cr",3,"2024-01-09T14:42:21Z","C1",20,"männlich",2,2,2,4,4,4,2,2,1,2,3,3,0,2,1,3,1,4,1,4,1,4,4,1,2,4,2,"Ja",2,2,4,3,3,3,4,3,1.4,2,3.666666666666667,2.333333333333333,3.333333333333333,6,7,0.21604512447140659,0.8245200257520652
52,"3vevez05hhlusj0d",1,"2024-01-09T14:43:31Z","C1",22,"weiblich",3,3,1,1,1,0,1,0,2,2,2,2,2,1,2,2,3,2,3,5,2,5,5,1,1,0,0,"Ja",4,1,4,4,5,2,2,2,2.6,2.333333333333333,3.833333333333333,1.666666666666667,2,6,4,0.21189650363087226,0.8590786109871134
252,"663ta4e4zk3266f0",3,"2024-01-09T14:44:30Z","C1",20,"weiblich",7,7,9,3,1,1,3,3,2,4,4,3,1,3,1,3,1,5,1,4,0,4,4,2,2,4,2,"Ja",1,2,3,3,3,2,3,3,1,7.666666666666667,3.5,3.333333333333333,2.666666666666667,8,3,0.20483298269546357,0.9727290181268391
253,"6ho3cmrafkxgqw17",3,"2024-01-09T14:58:08Z","C2",25,"weiblich",9,8,9,1,1,1,2,2,3,2,4,2,2,1,2,3,1,5,1,5,2,3,4,3,2,3,2,"Ja",1,1,2,3,3,1,2,2,1.2,8.666666666666666,3,2.333333333333333,1.666666666666667,5,4,0.20104276008410552,0.9716343737608982
254,"ulxv6az1kvb2rvzu",3,"2024-01-09T15:00:15Z","C1",19,"weiblich",3,6,3,2,3,3,2,1,2,1,3,1,3,0,3,1,6,1,5,2,5,5,5,3,0,4,0,"Ja",5,4,2,5,5,2,1,1,5,4,4.333333333333333,1.333333333333333,1.333333333333333,2,4,0.19736716979001148,0.8418821620417343
255,"eh678ew9jzvalk79",3,"2024-01-09T15:07:04Z","C2",23,"männlich",1,4,3,3,1,0,1,1,0,0,2,4,2,3,3,3,4,5,5,2,2,4,4,4,3,3,2,"Ja",1,4,1,2,3,4,2,1,3.2,2.666666666666667,2.833333333333333,1.333333333333333,2.333333333333333,7,1,0.186996525656682,0.9136116534820711
256,"392q2xddgju1bksl",3,"2024-01-09T15:35:43Z","C1",22,"weiblich",10,10,10,4,4,4,1,0,2,1,0,0,0,0,0,4,0,5,0,6,0,5,5,0,0,5,0,"Ja",1,0,5,5,5,2,4,4,0.2,10,5,2,3.333333333333333,7,5,0.18650800349471927,0.9944743354955298
257,"nqkh8r1vps0ad0st",3,"2024-01-09T15:53:07Z","C2",21,"weiblich",6,3,6,1,2,3,2,2,1,2,3,2,2,1,1,3,4,4,3,3,2,3,3,4,3,3,4,"Ja",2,3,1,2,1,3,2,3,2.8,5,2.166666666666667,2.333333333333333,2.666666666666667,4,6,0.18910039943744142,0.9481303980673523
258,"pgnjmwh02obtoo76",3,"2024-01-09T17:02:03Z","C2",21,"weiblich",10,8,7,4,3,3,2,1,1,3,2,3,1,3,1,2,1,3,2,5,1,3,2,2,2,2,2,"Ja",3,1,3,3,3,3,3,3,1.6,8.333333333333334,2.666666666666667,2.333333333333333,3,3,7,0.1953039163727064,0.8640955329654603
53,"sn3au3nhbs4d2nzk",1,"2024-01-09T17:17:14Z","C2",20,"weiblich",7,4,5,3,2,1,0,1,1,1,3,2,4,4,2,2,5,0,6,1,4,4,3,0,2,3,1,"Ja",6,5,5,3,4,3,0,2,5.2,5.333333333333333,3.666666666666667,1,1.666666666666667,5,5,0.19480832395222525,0.863042370257353
259,"kajly5nzqcgutdbq",3,"2024-01-09T17:25:58Z","C1",21,"weiblich",4,4,4,3,3,1,3,3,0,4,4,3,0,2,0,4,0,6,0,6,0,3,3,2,1,1,1,"Ja",0,0,3,4,4,4,4,4,0,4,3,3.666666666666667,4,4,6,0.1976221864173986,0.8255525972933979
260,"8xpo4dm1tyhtenaa",3,"2024-01-09T19:48:01Z","C2",20,"weiblich",7,7,5,3,4,2,3,3,3,1,3,3,1,3,3,3,3,1,4,5,0,3,4,3,1,1,1,"Ja",5,1,2,4,4,1,3,1,2.6,6.333333333333333,3,2.333333333333333,1.666666666666667,5,5,0.1971277653506192,0.8245173344893976
171,"0p0720593y3hx8yo",2,"2024-01-09T20:04:00Z","C2",21,"männlich",5,2,4,2,2,2,2,3,1,3,4,2,2,2,4,3,3,3,6,5,5,4,3,4,0,4,4,"Ja",3,1,1,5,1,3,2,0,3.6,3.666666666666667,3,2.666666666666667,1.666666666666667,6,4,0.19363169189601448,0.8583510162535509
54,"plta1rms3nlzf8u7",1,"2024-01-09T20:20:30Z","C1",20,"weiblich",5,2,4,3,2,3,3,2,0,3,2,0,0,2,0,4,2,2,1,0,1,2,2,5,4,2,1,"Ja",4,6,0,1,4,4,4,4,2.8,3.666666666666667,1.833333333333333,3.333333333333333,4,6,7,0.2001302784798664,0.8943751578852439
261,"5v7aqmywnhulsm2s",3,"2024-01-09T20:27:49Z","C2",20,"weiblich",5,5,4,2,3,3,3,2,1,2,1,1,0,2,0,4,2,1,3,4,1,3,2,5,4,2,3,"Ja",5,2,0,1,2,3,4,4,2.6,4.666666666666667,1.666666666666667,3,3.666666666666667,3,4,0.19652353334327874,0.8173590575348166
55,"zltzdcpl75t28f3o",1,"2024-01-09T20:34:52Z","C2",22,"weiblich",4,4,4,1,2,2,1,1,3,2,3,3,2,2,3,2,3,3,3,3,3,5,4,2,2,4,1,"Ja",3,3,3,3,4,1,2,1,3,4,3.833333333333333,1.666666666666667,1.333333333333333,5,3,0.19041324764193995,0.8163430867417477
172,"oxareo36tue46fme",2,"2024-01-09T21:07:46Z","C1",24,"männlich",7,6,7,1,1,1,0,1,2,3,1,4,2,4,3,2,6,0,6,0,0,1,1,1,5,2,4,"Ja",6,6,4,0,1,2,2,1,4.8,6.666666666666667,1.5,1.666666666666667,1.666666666666667,3,5,0.18994508933965834,0.7494172185458529
173,"zh8olzrnr0jvb3ke",2,"2024-01-09T21:43:17Z","C2",22,"männlich",6,5,6,4,4,4,3,2,1,3,4,2,1,2,1,3,3,5,2,5,1,1,2,3,3,1,3,"Ja",1,1,2,2,2,3,3,3,1.6,5.666666666666667,1.666666666666667,3,3,6,2,0.18203984118961725,0.7784897813130541
56,"32b2nz8n8v4bwnso",1,"2024-01-10T06:22:47Z","C2",29,"weiblich",3,3,4,1,1,2,3,3,3,2,4,2,2,3,2,3,4,2,5,3,2,2,3,1,2,3,1,"Ja",4,3,4,3,4,1,2,2,3.6,3.333333333333333,3.166666666666667,2.666666666666667,1.666666666666667,4,6,0.18453329550461003,0.7464316617605854
262,"6up5q9dglcce8vpa",3,"2024-01-10T06:26:18Z","C1",33,"weiblich",7,8,8,3,4,2,1,2,4,4,3,2,0,3,0,0,1,4,1,4,0,1,1,2,4,1,3,"Ja",2,2,3,1,2,0,4,4,1.2,7.666666666666667,1.5,1.666666666666667,2.666666666666667,5,2,0.17709359867804167,0.7454557847071347
174,"xc8g1yoggfkntg9q",2,"2024-01-10T07:14:16Z","C2",25,"weiblich",0,0,0,4,0,0,0,0,2,1,4,2,2,1,4,1,6,0,6,0,0,4,4,1,2,4,0,"Ja",6,6,4,3,5,2,2,0,4.8,0,4,0.666666666666667,1.333333333333333,5,3,0.17208059261188657,0.7444844064243438
175,"1r6b80m3l0fgfafy",2,"2024-01-10T07:17:38Z","C1",25,"weiblich",10,10,10,4,4,4,3,2,1,4,4,4,1,2,1,4,0,6,1,5,0,2,1,4,5,1,4,"Ja",0,1,1,0,1,3,3,3,0.4,10,1,3.666666666666667,3,6,5,0.17166106910988604,0.7734006851749069
176,"jkfeurk7s69u4cw3",2,"2024-01-10T08:40:20Z","C2",27,"weiblich",8,8,10,1,1,2,2,2,0,4,4,3,0,3,0,4,1,5,0,3,0,1,3,2,2,0,2,"Ja",1,3,3,3,3,4,4,4,1,8.666666666666666,2.166666666666667,3.333333333333333,4,8,4,0.16893026976306239,0.8686414080810454
263,"3e2ad179ur3n2ljl",3,"2024-01-10T09:00:41Z","C2",23,"weiblich",9,3,9,4,4,4,4,3,4,3,3,4,1,1,4,4,6,6,1,4,1,4,4,4,2,4,1,"Ja",0,2,1,3,4,0,3,0,2,7,3.333333333333333,3.666666666666667,1,7,6,0.1710847511520685,0.9428653584989313
264,"p1wmhan0ycl3quny",3,"2024-01-10T09:03:00Z","C2",23,"weiblich",5,3,3,4,3,1,3,0,1,3,2,4,0,4,1,1,5,1,5,2,5,5,5,2,2,3,2,"Ja",5,4,3,3,3,3,4,3,4.8,3.666666666666667,3.666666666666667,2.333333333333333,3.333333333333333,5,5,0.1706740558582068,0.9418555507019414
265,"fv4st9f254t8t254",3,"2024-01-10T09:07:13Z","C1",26,"männlich",6,7,8,3,2,3,3,3,1,3,3,3,0,3,1,4,3,4,2,3,1,3,2,2,4,4,3,"Ja",2,3,3,1,2,3,4,3,2.2,7,2.5,3.333333333333333,3.333333333333333,7,5,0.17026638734776148,1.0254453782201078
57,"uhfrfpk9x44fz6rd",1,"2024-01-10T09:48:21Z","C2",29,"weiblich",8,5,7,3,3,3,3,3,2,3,2,1,2,3,2,2,5,1,5,0,6,3,2,2,2,3,2,"Ja",5,6,3,3,3,2,2,2,5.4,6.666666666666667,2.833333333333333,2.666666666666667,2,8,5,0.16986170789005223,1.1674510170561307
177,"mo4a40h34vv79z01",2,"2024-01-10T10:32:48Z","C1",27,"männlich",4,2,3,1,2,0,2,3,1,3,3,2,1,3,0,3,4,2,4,1,3,1,4,3,1,1,1,"Ja",4,5,2,4,4,3,3,4,4,3,2.666666666666667,2.666666666666667,3.333333333333333,7,6,0.17207051059926992,1.280572144276314
266,"ch5pa8efa2s73e8y",3,"2024-01-10T12:23:07Z","C1",22,"männlich",9,6,9,4,3,2,1,2,0,2,4,2,0,4,2,3,0,5,1,6,0,3,4,4,2,5,3,"Ja",1,0,1,3,2,4,4,2,0.4,8,3,2,3.333333333333333,7,4,0.16931119304487205,1.4094039997895629
267,"8l5n2t46oln1br8q",3,"2024-01-10T13:57:33Z","C2",21,"weiblich",7,6,8,3,2,2,3,2,2,2,4,3,1,3,1,3,1,4,2,4,1,4,4,3,3,4,4,"Ja",2,2,2,2,1,2,3,3,1.6,7,2.833333333333333,2.666666666666667,2.666666666666667,6,4,0.16662710082084553,1.482633731634344
268,"0jw3nf16q48h3z1b",3,"2024-01-10T13:57:39Z","C1",21,"männlich",8,10,9,4,3,1,3,1,1,4,4,4,3,3,1,3,1,5,2,5,0,4,4,2,2,5,4,"Ja",1,1,3,3,1,3,1,3,1,9,3.333333333333333,3.333333333333333,2.333333333333333,3,4,0.16401448200620078,1.3256877138195042
269,"ckujebfmq6ltb7nf",3,"2024-01-10T15:34:14Z","C1",21,"weiblich",6,6,7,3,3,2,3,2,1,3,3,2,0,4,0,4,2,5,1,4,0,2,3,3,2,3,2,"Ja",1,2,2,3,3,3,4,4,1.2,6.333333333333333,2.666666666666667,3.333333333333333,3.666666666666667,3,6,0.1660972096579247,1.1923277773763272
178,"pchcgl0jspuwt4zw",2,"2024-01-10T15:52:10Z","C1",32,"männlich",4,6,7,3,4,3,4,2,1,3,4,3,1,4,1,4,4,4,1,3,0,1,4,5,4,3,2,"Ja",2,3,0,1,3,3,3,3,2,5.666666666666667,2,3.666666666666667,3,6,6,0.1682361199245844,1.249406802839428
270,"eqngpzq2257udpj1",3,"2024-01-10T16:30:09Z","C1",22,"weiblich",8,8,8,4,2,4,3,3,3,3,3,2,1,2,3,4,4,4,0,4,0,2,2,1,3,1,3,"Ja",2,2,4,2,2,1,3,1,1.6,8,2.166666666666667,3.333333333333333,1.666666666666667,3,7,0.17333103241102155,1.1273064751078619
179,"pz9wzde4ezqg4nze",2,"2024-01-10T18:42:34Z","C2",22,"männlich",2,5,2,4,4,2,3,3,2,3,4,3,1,3,2,3,1,4,1,3,1,3,2,2,5,2,1,"Ja",2,3,3,0,4,2,3,2,1.6,3,2.333333333333333,3,2.333333333333333,3,6,0.17565357574884424,1.022450892235515
271,"c5fvl5xnord1xn78",3,"2024-01-10T19:01:22Z","C1",30,"weiblich",6,7,6,3,2,2,2,2,1,4,3,3,1,2,1,4,5,4,0,4,0,4,3,4,0,4,2,"Ja",2,2,1,5,3,3,3,3,1.8,6.333333333333333,3.333333333333333,3.333333333333333,3,7,8,0.1845769443772018,1.1141627957802558
58,"skunqs918puvqf1q",1,"2024-01-10T20:48:20Z","C1",29,"männlich",4,4,3,2,1,0,0,2,3,1,3,1,1,3,3,2,2,2,1,4,2,2,3,2,3,2,2,"Ja",4,2,3,2,3,1,3,1,2.2,3.666666666666667,2.5,1,1.666666666666667,5,3,0.17910162739210778,1.1131689135075078
180,"o7jp20k4u9s6whx1",2,"2024-01-10T21:28:58Z","C2",20,"männlich",4,2,2,4,4,4,3,3,1,3,4,4,1,4,1,4,2,1,1,2,2,4,4,2,1,5,1,"Ja",5,4,3,4,4,3,3,3,2.8,2.666666666666667,4,3.333333333333333,3,5,4,0.17616657143102674,1.112177869568695
272,"37fbhu5hw1rmaej1",3,"2024-01-11T07:02:35Z","C2",20,"weiblich",7,8,8,4,4,2,2,2,1,3,4,1,1,2,0,4,2,4,1,4,0,2,2,4,3,2,3,"Ja",2,2,1,2,2,3,3,4,1.4,7.666666666666667,1.833333333333333,3,3.333333333333333,6,7,0.181634626549718,1.1633994996128854
59,"o8wavqrjv483p4yu",1,"2024-01-11T10:03:59Z","C1",19,"weiblich",3,2,3,2,1,1,2,1,3,1,4,4,2,3,3,1,5,4,1,4,1,0,0,4,5,1,5,"Ja",2,2,1,0,0,1,2,1,2.2,2.666666666666667,0.333333333333333,1.333333333333333,1.333333333333333,7,6,0.18416444948778732,1.274009260994222
181,"p99ut1b2gpleb9wq",2,"2024-01-11T11:10:42Z","C2",27,"männlich",8,7,9,4,3,2,3,2,1,2,4,1,2,2,1,3,2,4,0,3,0,1,3,2,3,2,2,"Ja",2,3,3,2,3,3,2,3,1.4,8,2.333333333333333,2.666666666666667,2.666666666666667,6,7,0.19005055171376942,1.3363236181427431
61,"u24dbmoma0glse1n",1,"2024-01-11T11:21:07Z","C2",24,"männlich",8,6,4,1,1,1,3,4,1,3,4,3,0,4,3,4,3,5,2,5,0,0,1,2,2,3,2,"Ja",1,1,3,3,3,3,4,1,1.4,6,2.166666666666667,3.333333333333333,2.666666666666667,6,5,0.18964315706218635,1.4031038547472134
62,"cw98qk251su5of06",1,"2024-01-11T11:28:51Z","C2",20,"männlich",6,6,6,3,4,3,2,3,3,4,2,3,1,2,2,2,3,5,4,0,1,5,4,0,0,5,0,"Ja",1,6,5,5,5,1,3,2,3,6,4.833333333333333,2.666666666666667,2,7,5,0.18923845908960257,1.547200316102584
63,"m5qovrb1g9r0kgln",1,"2024-01-11T11:30:45Z","C2",33,"weiblich",8,8,8,4,4,4,4,4,2,3,1,0,2,1,1,0,5,1,5,0,6,5,5,5,3,5,1,"Ja",5,6,0,2,4,2,2,3,5.4,8,3.5,2.333333333333333,2.333333333333333,4,5,0.188836427481111,1.4639685356206076
64,"csm4g7efam7nlobv",1,"2024-01-11T11:37:34Z","C2",20,"männlich",7,7,7,4,1,1,4,1,2,2,2,0,4,1,3,2,6,1,6,3,2,5,5,0,0,5,0,"Ja",5,3,5,5,5,2,0,1,4.4,7,5,2.666666666666667,1,5,3,0.18313182884473272,1.4629917134721735
65,"2hcobomzsvnl5lta",1,"2024-01-11T11:41:27Z","C1",40,"männlich",7,6,6,4,3,3,2,3,1,3,3,4,1,4,2,3,4,4,0,4,0,2,3,3,3,1,3,"Ja",2,2,2,2,2,3,3,2,1.6,6.333333333333333,2,2.666666666666667,2.666666666666667,7,6,0.18567411081301965,1.6155496485722494
66,"5whz1dvauyzpr94h",1,"2024-01-11T11:47:53Z","C1",1,"divers",5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,1,1,1,1,2,1,"Ja",3,3,4,4,4,2,2,2,3,5,2.666666666666667,2,2,4,5,0.1852820048837081,1.5273351646769677
67,"7sz2hfpy66h01l0m",1,"2024-01-11T12:08:20Z","C1",58,"männlich",5,6,5,4,4,4,2,1,3,2,3,2,3,2,3,3,4,2,5,4,1,3,4,2,2,3,2,"Ja",4,2,3,3,3,1,1,1,3.2,5.333333333333333,3.166666666666667,2.333333333333333,1,4,6,0.18795331837134951,1.4457547858824733
68,"3424sypykwfqwcl6",1,"2024-01-11T12:40:52Z","C1",26,"männlich",3,5,6,1,1,0,0,1,3,2,3,4,3,1,4,3,4,5,1,1,0,4,4,1,2,4,1,"Ja",1,5,4,3,4,1,1,0,2.2,4.666666666666667,3.833333333333333,1.666666666666667,0.666666666666667,5,3,0.18228549582322404,1.4447829691342993
69,"qu3cdj2f148qv19k",1,"2024-01-11T12:48:10Z","C1",22,"männlich",5,7,5,3,1,1,1,2,3,3,3,1,1,2,1,3,2,3,3,2,0,3,3,2,1,3,2,"Ja",3,4,3,4,3,1,3,3,2.4,5.666666666666667,3.166666666666667,2.333333333333333,2.333333333333333,4,4,0.17924670020600647,1.3692313558240863
70,"0yrdxgccuzaz6luw",1,"2024-01-11T12:49:30Z","C1",19,"männlich",10,9,9,4,4,4,3,2,2,3,4,1,2,3,3,2,3,5,1,4,1,1,4,2,4,2,3,"Ja",1,2,3,1,2,2,2,1,1.6,9.333333333333334,2.166666666666667,2.666666666666667,1.666666666666667,5,3,0.17403058539574515,1.3682607421157338
71,"fhtb1z89lbww9plb",1,"2024-01-11T12:51:20Z","C2",24,"weiblich",0,0,0,4,4,0,0,0,4,0,4,2,4,4,4,0,6,0,6,0,6,5,5,0,0,5,0,"Ja",6,6,5,5,5,0,0,0,6,0,5,0,0,5,4,0.1712413154557018,1.3672919151903695
72,"y3td6p3ebxbo5eol",1,"2024-01-11T12:52:08Z","C1",39,"männlich",7,8,7,3,2,2,3,3,1,2,3,1,1,2,1,3,4,3,4,2,1,2,3,1,2,4,1,"Ja",3,4,4,3,4,3,3,3,3.2,7.333333333333333,3.333333333333333,2.666666666666667,3,4,8,0.17969812378757236,1.2972364233467126
73,"cw8u6proarrmklkv",1,"2024-01-11T12:59:27Z","C2",23,"männlich",5,5,6,3,0,0,3,1,1,2,2,1,1,3,1,3,4,3,6,3,5,3,3,4,4,2,2,"Ja",3,3,1,1,3,3,3,3,4.2,5.333333333333333,2.166666666666667,2.666666666666667,3,0,0,0.1692797774158885,0.9967994286447517
74,"o3r5ecr1a1ft5uxa",1,"2024-01-11T13:06:36Z","C2",35,"männlich",3,3,2,1,1,0,3,2,2,2,3,1,2,1,1,1,2,2,5,2,1,3,3,2,2,3,2,"Ja",4,4,3,3,3,2,2,3,3.2,2.666666666666667,3,2,2.333333333333333,6,5,0.16893030899662484,1.0393122642098702
75,"xp03wove4vw767bz",1,"2024-01-11T13:11:06Z","C2",23,"weiblich",5,5,5,4,3,3,1,1,3,2,4,2,3,1,3,2,4,3,3,2,3,4,4,3,1,5,0,"Ja",3,4,2,4,5,1,1,1,3.4,5,4,1.666666666666667,1,2,3,0.16435254964392298,0.9059391150633144
76,"87z3l8a4mfwzs7mc",1,"2024-01-11T13:11:52Z","C2",20,"männlich",9,8,9,4,4,4,4,3,3,4,3,3,4,4,4,3,1,0,1,0,0,1,2,0,1,1,2,"Ja",6,6,5,4,3,1,0,0,2.8,8.666666666666666,2.666666666666667,3.666666666666667,0.333333333333333,5,8,0.17196842779077365,0.9050388772510422
77,"mrmn58l4mqrw3crm",1,"2024-01-11T13:12:59Z","C2",58,"weiblich",3,6,4,1,2,0,3,2,1,3,4,3,1,0,1,3,3,6,1,3,0,3,2,4,3,3,4,"Ja",0,3,1,2,1,3,3,3,1.4,4.333333333333333,2,3,3,8,5,0.17161949711537305,1.0173967524641252
78,"9zfvrrosvgo4j1et",1,"2024-01-11T13:13:02Z","C2",59,"weiblich",10,8,10,4,4,4,3,3,1,4,4,2,1,3,1,3,1,6,5,5,0,1,1,4,5,1,3,"Ja",0,1,1,0,2,3,3,3,1.4,9.333333333333334,1,3.333333333333333,3,6,5,0.1712727399645125,1.0606576873006308
