"file","subject","vl","time","age","gender","job","pmotiv","IMI_SK_1","IMI_SK_2","IMI_SK_3","IMI_SK_4","IMI_SK_5","IMI_SR_1","IMI_SR_2","IMI_SR_3","IMI_SR_4","IMI_SR_5","IMI_SR_6","IMI_SR_7","SVS1","SVS2","SVS3","Pinball","Pong","Snake","Tetris","ZahlenMerken","autonomie1","autonomie2","autonomie3","SMS5_1","SMS5_2","SMS5_3","SMS5_4","SMS5_5","ITW_1","ITW_2","ITW_3","ITW_4","ITW_5","ITW_6","BuchstabenMerken","QuadrateErinnern","VisuelleAnordnung","MatheaufgabenLösen","boomshine","SMS5_2r","SMS5_4r","ITW_3r","ITW_4r","ITW_6r","IMI_SK_5r","IMI_SR_2r","IMI_SR_6r","SMS5","SVS","ITW","IMI_SK","IMI_SR","game1","game2","game3","game4","game5","game6","gamesTotal","gamesFun","gamesWork","spielGefallen1","spielGefallen2","spielGefallen3","spielGefallen4","spielGefallen5","spielGefallen6","hits","total","BF"
42,"14xvoegupgbhg4vs",1,"2024-01-01T11:37:32Z",39,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,1,2,2,2,2,2,2,8,2,6,1,NA,NA,1,NA,4,0,0,1,2,0,4,3,4,4,1,0,2,1,NA,1,1,NA,1,4,2,4,5,4,2,4,4,2,5.33333333333333,3.833333333333333,0.4,2.42857142857143,1,NA,NA,NA,NA,NA,1,1,0,"Es hat mir keinen Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.4029330994084123
43,"jptt60zrv9y3wk5m",1,"2024-01-01T19:08:03Z",46,"männlich","Berufstätig","Ich möchte die Wissenschaft unterstützen",0,0,0,0,4,4,4,3,3,3,0,2,9,1,9,NA,NA,1,1,1,3,4,2,0,6,0,6,0,1,4,4,5,0,5,NA,1,NA,1,NA,0,0,1,0,0,2,2,6,0,6.33333333333333,1,0.4,3.28571428571429,2,8,NA,NA,NA,NA,2,1,1,"Es hat mir viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,1,2,0.4031719067863913
44,"gvsfcerp2tybrgvd",1,"2024-01-01T19:25:34Z",14,"männlich","Schüler:in","Ich tue jemandem einen Gefallen",0,0,0,0,3,2,1,3,3,2,2,3,6,3,9,NA,1,NA,NA,NA,1,2,0,3,4,5,1,5,4,3,2,3,2,2,NA,NA,NA,1,NA,2,5,3,2,3,3,5,4,4,6,2.833333333333333,0.6,3.14285714285714,5,0,NA,NA,NA,NA,2,1,1,"Es hat mir keinen Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,1,2,0.40343768097630905
185,"085am2exfpoo2ckk",3,"2024-01-02T11:08:46Z",25,"weiblich","Berufstätig","Ich denke, dass ich Spaß haben werde",1,0,0,0,3,3,1,3,3,3,0,1,8,8,8,NA,NA,NA,NA,NA,4,4,4,0,5,0,5,0,3,3,3,2,3,2,NA,NA,1,NA,NA,1,1,2,3,3,3,5,6,0.4,8,2.833333333333333,0.8,3.42857142857143,5,0,NA,NA,NA,NA,2,1,1,"Es hat mir viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,1,2,0.4037301229796172
112,"c0gpa07958rkf91p",2,"2024-01-02T13:37:52Z",24,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",1,0,2,1,4,3,1,3,3,3,1,1,7,8,6,1,1,1,1,NA,3,3,1,3,4,1,5,1,2,3,4,4,3,4,NA,NA,NA,NA,1,2,1,1,1,1,2,5,5,1.6,7,1.833333333333333,1.2,3.28571428571429,0,7,NA,NA,NA,NA,2,1,1,"Es hat mir viel Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,1,2,0.40404895116898265
45,"rjm1bnvknxs457hr",1,"2024-01-02T15:08:23Z",19,"weiblich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,0,4,3,1,3,2,1,1,0,8,5,8,NA,1,1,1,1,3,0,0,0,4,0,5,0,3,3,4,3,1,4,1,NA,NA,NA,NA,2,1,1,2,1,2,5,5,0.6,7,1.833333333333333,0.4,2.71428571428571,7,NA,NA,NA,NA,NA,1,0,1,"Es hat mir wenig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.38803884139933414
46,"6hy8v94ljbhl50hd",1,"2024-01-02T15:34:19Z",21,"männlich","Auszubildende:r","Ich tue jemandem einen Gefallen",1,1,1,1,3,2,2,2,2,3,2,2,7,5,6,1,1,1,NA,NA,3,2,2,1,3,3,2,3,2,2,2,3,2,1,NA,1,NA,NA,NA,3,4,3,2,4,3,4,4,2.8,6,2.5,1.4,2.71428571428571,9,5,NA,NA,NA,NA,2,0,2,"Es hat mir viel Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,1,2,0.38830487360666316
47,"9t06xopgxetomlh5",1,"2024-01-02T17:34:39Z",21,"männlich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,1,4,2,2,2,2,2,2,2,6,3,5,NA,NA,1,NA,1,0,0,0,1,2,3,3,0,4,4,1,3,2,2,NA,1,NA,NA,NA,4,3,4,2,3,2,4,4,2.2,4.66666666666667,3.166666666666667,0.6,2.57142857142857,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.37328261805039475
186,"gska5dbj9pt9dac5",3,"2024-01-02T18:14:46Z",29,"männlich","Berufstätig","Ich habe Langeweile / nichts besseres zu tun",0,0,0,0,4,1,2,2,0,2,2,0,2,2,2,NA,NA,1,NA,NA,2,2,0,0,0,3,0,0,3,3,3,3,3,3,NA,NA,NA,1,NA,6,6,2,2,2,2,4,4,3,2,2.5,0.4,1.85714285714286,2,NA,NA,NA,NA,NA,1,1,0,"Es hat mir keinen Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.35923151414308946
48,"ld454ggxvc5acr9m",1,"2024-01-02T20:58:38Z",20,"weiblich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,1,4,3,2,3,2,4,1,0,5,5,5,NA,NA,NA,NA,NA,2,1,0,6,3,6,0,5,3,4,2,3,5,0,NA,NA,NA,1,NA,3,6,3,2,5,2,4,5,5.2,5,3.666666666666667,0.6,3,6,0,0,3,NA,NA,4,3,1,"Es hat mir sehr viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,3,4,0.39232307129950456
113,"nuzzuce1uk5ecobu",2,"2024-01-03T22:17:49Z",35,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,3,2,3,2,3,2,2,8,8,8,1,1,1,1,NA,2,0,0,3,3,1,4,0,3,4,3,4,2,3,NA,NA,1,NA,NA,3,2,2,1,2,2,4,4,1.8,8,2.333333333333333,0.4,3,6,9,8,1,NA,NA,4,1,3,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir wenig Spaß gemacht","Es hat mir wenig Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",NA,NA,3,4,0.429729182478211
114,"fbtcvwxlyv13ndm3",2,"2024-01-03T22:42:41Z",37,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,0,3,1,2,1,1,0,0,8,9,10,NA,1,1,1,NA,2,2,3,0,4,0,4,0,0,3,5,4,1,4,NA,NA,1,NA,NA,2,2,0,1,1,6,5,6,0.8,9,1,1.2,2.57142857142857,0,NA,NA,NA,NA,NA,1,1,0,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.4123778698750324
115,"7s1xx8fd6t3c8z6o",2,"2024-01-04T04:54:23Z",24,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,2,1,2,2,2,1,1,9,7,9,1,1,1,1,NA,4,3,3,3,3,1,4,2,2,2,2,3,2,3,NA,NA,NA,NA,NA,3,2,3,2,2,2,5,5,2.2,8.33333333333333,2.166666666666667,0.4,2.71428571428571,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.39618261291426354
116,"bk5gwy08hm4tlv57",2,"2024-01-04T08:00:38Z",35,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,3,1,3,3,3,1,0,8,8,8,1,1,1,1,NA,3,0,0,0,5,0,5,0,0,1,4,5,0,4,NA,NA,1,1,1,1,1,1,0,1,2,5,5,0.4,8,0.5,0.4,3.14285714285714,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3810398422083447
187,"myegx4r1r1q1m3qz",3,"2024-01-04T08:31:43Z",28,"weiblich","Student:in","Ich möchte die Wissenschaft unterstützen",0,0,0,0,4,3,2,2,2,3,1,0,9,10,10,1,NA,1,1,NA,4,4,4,0,3,0,6,0,3,4,5,2,3,4,NA,NA,NA,NA,NA,3,0,0,3,1,2,4,5,0.6,9.66666666666667,2.333333333333333,0.4,2.71428571428571,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.36685746600421326
117,"wxwahknzzlooqoyz",2,"2024-01-04T09:24:08Z",33,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,2,4,2,0,0,4,0,7,5,7,NA,1,1,NA,1,0,0,0,0,6,0,4,0,0,1,4,4,1,4,NA,NA,NA,NA,NA,0,2,1,1,1,2,2,2,0.4,6.33333333333333,0.833333333333333,0.4,1.14285714285714,6,0,6,NA,NA,NA,3,1,2,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir keinen Spaß gemacht","Es hat mir keinen Spaß gemacht",NA,NA,NA,2,3,0.3825891104113881
118,"b60afn1zkxpvkdu7",2,"2024-01-04T10:18:19Z",46,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,3,2,1,2,1,2,2,0,2,2,3,NA,NA,NA,1,NA,1,1,1,1,2,2,0,1,4,4,2,0,1,1,NA,NA,NA,NA,1,4,6,3,5,4,3,5,4,2.8,2.33333333333333,3.5,0.6,2.28571428571429,0,NA,NA,NA,NA,NA,1,1,0,"Es hat mir keinen Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.36832171777337086
119,"qopdb5xzkys6575y",2,"2024-01-04T12:13:14Z",21,"weiblich","Student:in","Ich denke, dass ich Spaß haben werde",0,0,0,0,3,3,1,3,3,3,1,4,6,5,6,NA,1,NA,1,NA,2,1,3,1,2,1,4,1,3,4,4,3,3,3,NA,NA,NA,1,NA,4,2,1,2,2,3,5,5,1.8,5.66666666666667,2.5,0.6,3.71428571428571,3,1,NA,NA,NA,NA,2,2,0,"Es hat mir sehr viel Spaß gemacht","Es hat mir wenig Spaß gemacht",NA,NA,NA,NA,1,2,0.3685906123826556
120,"5dh6gazz2u4vfhyc",2,"2024-01-04T12:52:22Z",14,"männlich","Schüler:in","Ich tue jemandem einen Gefallen",0,0,0,0,2,2,1,2,2,1,3,4,4,1,4,1,1,1,1,NA,0,0,0,0,1,1,2,1,5,3,3,3,3,3,NA,NA,NA,NA,NA,5,4,2,2,2,4,5,3,2.2,3,2.833333333333333,0.8,2.71428571428571,5,NA,NA,NA,NA,NA,1,0,1,"Es hat mir keinen Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3551503025041786
121,"erwpuyxvzuwg4zc5",2,"2024-01-04T12:55:26Z",18,"männlich","Schüler:in","Ich tue jemandem einen Gefallen",0,0,0,0,4,2,3,1,1,1,1,0,4,5,4,1,NA,1,1,NA,1,1,0,3,3,4,1,2,1,5,4,1,0,2,NA,NA,NA,NA,NA,3,5,1,4,3,2,3,5,3.4,4.33333333333333,2.333333333333333,0.4,1.85714285714286,1,9,7,NA,NA,NA,3,1,2,"Es hat mir wenig Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht","Es hat mir keinen Spaß gemacht",NA,NA,NA,2,3,0.3701151137717147
122,"pdpmnzfp7sfedwvq",2,"2024-01-04T13:29:40Z",29,"weiblich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,1,2,2,0,2,0,1,0,0,5,3,5,NA,1,1,1,NA,2,2,2,1,2,4,4,1,5,5,3,1,3,0,NA,1,NA,1,NA,4,2,2,4,5,4,6,6,2.4,4.33333333333333,4,1,2.42857142857143,1,4,3,NA,NA,NA,3,3,0,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir keinen Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,2,3,0.3861782126636742
123,"d7ajyfpj96yhty8g",2,"2024-01-04T13:38:37Z",34,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,3,1,1,3,1,1,3,0,5,7,7,1,NA,1,NA,NA,4,4,4,0,5,4,2,0,3,4,4,4,3,1,NA,NA,NA,NA,NA,1,4,1,1,4,3,5,3,1.8,6.33333333333333,2.666666666666667,0.6,2,6,7,NA,NA,NA,NA,2,0,2,"Es hat mir wenig Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,1,2,0.38659621789914944
188,"cchxe5ffkjobjlhr",3,"2024-01-04T15:08:19Z",56,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,3,2,2,2,3,1,0,5,4,5,1,NA,NA,NA,NA,3,1,0,4,4,1,4,0,4,3,2,3,2,3,NA,NA,NA,NA,NA,2,2,3,2,2,2,4,5,1.8,4.66666666666667,2.666666666666667,0.4,2.71428571428571,4,NA,NA,NA,NA,NA,1,1,0,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3720159114962563
124,"kbqcfhb8uh89r59k",2,"2024-01-04T15:10:32Z",29,"männlich","Student:in","Ich tue jemandem einen Gefallen",0,0,1,0,4,2,1,3,2,2,2,0,4,4,3,NA,1,1,1,NA,1,2,1,0,3,1,4,1,2,3,4,3,3,4,NA,NA,NA,NA,NA,3,2,1,2,1,2,5,4,1.4,3.66666666666667,2,0.6,2.57142857142857,0,NA,NA,NA,NA,NA,1,1,0,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.35834918271395233
125,"a32w5kt04u6csl41",2,"2024-01-04T16:01:27Z",67,"weiblich","Ruhestand","Ich tue jemandem einen Gefallen",0,0,0,0,3,3,2,3,3,3,1,2,8,8,8,NA,NA,NA,1,NA,2,1,0,5,5,1,5,3,2,2,3,3,2,3,NA,NA,NA,1,NA,1,1,2,2,2,3,4,5,2.2,8,2,0.6,3.28571428571429,2,NA,NA,NA,NA,NA,1,1,0,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3455189722765845
126,"knup66hq1geofenj",2,"2024-01-04T17:47:52Z",21,"weiblich","Auszubildende:r","Ich tue jemandem einen Gefallen",0,0,0,0,3,3,1,3,2,2,1,3,5,4,5,NA,NA,NA,NA,NA,1,1,0,4,3,5,4,3,1,3,2,2,3,2,NA,NA,NA,1,NA,3,2,3,3,3,3,5,5,3.4,4.66666666666667,2.666666666666667,0.6,3.28571428571429,5,8,0,NA,NA,NA,3,1,2,"Es hat mir viel Spaß gemacht","Es hat mir viel Spaß gemacht","Es hat mir wenig Spaß gemacht",NA,NA,NA,2,3,0.3598718270482175
127,"xck59w5jzsvm90ex",2,"2024-01-04T20:05:50Z",32,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,2,2,3,3,3,1,0,9,10,10,1,1,1,1,NA,4,1,1,0,5,0,4,0,4,4,3,2,4,2,NA,NA,1,NA,NA,1,2,2,3,3,2,4,5,0.6,9.66666666666667,3.333333333333333,0.4,2.85714285714286,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3469618195949397
128,"dbvpewf8e811cp04",2,"2024-01-04T20:22:11Z",19,"männlich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,0,3,3,1,3,2,2,2,0,5,3,5,NA,1,1,1,NA,2,1,2,1,5,1,5,1,2,3,4,4,1,3,NA,NA,NA,1,NA,1,1,1,1,2,3,5,4,1,4.33333333333333,1.666666666666667,0.6,2.71428571428571,9,7,NA,NA,NA,NA,2,0,2,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,NA,NA,1,2,0.34723658244808137
49,"467rmdbrtsku4g74",1,"2024-01-04T23:30:42Z",22,"männlich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,0,4,3,1,4,3,3,0,2,8,6,7,1,1,NA,NA,NA,4,4,4,0,6,0,5,0,1,2,4,3,4,2,NA,NA,NA,NA,NA,0,1,1,2,3,2,5,6,0.2,7,2.166666666666667,0.4,3.71428571428571,7,6,NA,NA,NA,NA,2,0,2,"Es hat mir viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,1,2,0.3475271737099568
50,"xvj24d9kct8yqude",1,"2024-01-05T02:17:01Z",21,"männlich","Auszubildende:r","Ich denke, dass ich Spaß haben werde",0,0,0,0,4,4,0,4,3,3,0,2,8,3,8,NA,NA,NA,NA,1,3,2,2,6,3,3,6,0,5,3,4,5,4,0,NA,NA,NA,NA,NA,3,0,1,0,5,2,6,6,2.4,6.33333333333333,3,0.4,4,9,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3352884354153812
51,"xhh8bfpfqcaopjev",1,"2024-01-05T08:02:21Z",39,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,4,0,4,4,4,0,3,10,10,10,NA,NA,1,NA,NA,4,0,0,0,6,6,0,0,2,0,5,3,5,2,NA,NA,NA,NA,NA,0,6,0,2,3,2,6,6,2.4,10,2,0.4,4.42857142857143,7,NA,NA,NA,NA,NA,1,0,1,"Es hat mir wenig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3237717294470402
52,"w8xz27t9gmk3h93z",1,"2024-01-05T08:03:19Z",35,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,2,1,3,2,1,2,1,2,2,1,4,4,6,1,NA,1,1,1,3,1,1,1,1,1,4,0,2,2,4,2,3,3,NA,NA,NA,1,NA,5,2,1,3,2,3,5,4,1.8,4.66666666666667,2.166666666666667,1.2,2.42857142857143,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.31291953866398486
129,"buoyyypfffp4728e",2,"2024-01-05T11:47:03Z",72,"männlich","Ruhestand","Ich möchte die Wissenschaft unterstützen",0,0,0,0,3,2,0,3,3,3,0,0,7,8,7,NA,NA,NA,NA,NA,0,0,0,0,4,0,4,0,3,3,1,2,2,0,1,1,1,1,NA,2,2,4,3,5,3,6,6,0.8,7.33333333333333,3.333333333333333,0.6,3.28571428571429,2,9,NA,NA,NA,NA,2,1,1,"Es hat mir keinen Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,NA,NA,1,2,0.3130854507139936
130,"lbbby0rhc6k7mlyj",2,"2024-01-05T13:13:20Z",32,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",2,0,1,1,2,2,2,2,2,2,2,1,7,7,7,1,1,1,1,NA,1,1,1,1,5,1,4,1,4,4,3,3,3,2,NA,NA,NA,NA,NA,1,2,2,2,3,4,4,4,1.2,7,3,1.6,2.42857142857143,6,NA,NA,NA,NA,NA,1,0,1,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3028089692775697
189,"mk16jhzzaf5z5ros",3,"2024-01-05T14:15:13Z",18,"weiblich","Auszubildende:r","Ich tue jemandem einen Gefallen",0,0,0,0,3,3,1,3,3,3,1,2,2,3,9,1,NA,1,NA,NA,2,1,1,2,3,3,6,1,5,5,2,1,4,2,1,NA,NA,NA,1,3,0,3,4,3,3,5,5,1.8,4.66666666666667,4,0.6,3.42857142857143,9,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.2931023418202108
190,"rtm28gnlztdzv2cy",3,"2024-01-05T15:11:52Z",20,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,3,3,1,3,3,4,0,4,5,5,7,NA,NA,1,NA,1,1,1,0,1,2,3,2,0,1,2,3,4,2,3,1,1,NA,NA,NA,4,4,2,1,2,3,5,6,2.4,5.66666666666667,1.666666666666667,0.6,4,3,4,1,6,3,0,6,5,1,"Es hat mir wenig Spaß gemacht","Es hat mir viel Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",6,6,0.3614019551139001
191,"2tsycdwz6mqyahyy",3,"2024-01-05T16:50:38Z",22,"männlich","Arbeitslos","Ich habe Langeweile / nichts besseres zu tun",1,1,1,1,3,2,2,2,2,2,2,2,5,5,5,NA,NA,NA,1,NA,1,1,1,0,0,0,0,0,3,3,3,2,2,3,NA,NA,NA,NA,NA,6,6,2,3,2,3,4,4,2.4,5,2.5,1.4,2.57142857142857,5,0,NA,NA,NA,NA,2,1,1,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir keinen Spaß gemacht",NA,NA,NA,NA,1,2,0.3617294505465235
192,"hl5t0m9wwbvkpk19",3,"2024-01-05T19:43:06Z",23,"männlich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,0,4,3,1,3,3,4,0,2,4,5,7,1,1,NA,1,NA,3,1,0,3,1,5,3,5,5,5,1,2,1,2,NA,NA,1,1,NA,5,3,4,3,3,2,5,6,4.2,5.33333333333333,3.5,0.4,3.71428571428571,9,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.34950425799875406
131,"7pxum8z3e1tzdswf",2,"2024-01-05T19:50:29Z",20,"männlich","Berufstätig","Ich möchte die Wissenschaft unterstützen",0,2,2,0,2,4,0,4,4,4,0,0,10,10,5,1,1,1,NA,NA,0,0,0,0,3,1,1,2,4,5,4,1,2,1,NA,NA,NA,NA,NA,3,5,1,4,4,4,6,6,2.2,8.33333333333333,3.333333333333333,1.6,4,3,3,0,NA,NA,NA,3,3,0,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht","Es hat mir wenig Spaß gemacht",NA,NA,NA,2,3,0.36307547872798535
193,"u85yg3tu78f4v79b",3,"2024-01-05T20:00:47Z",33,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,1,2,2,3,2,2,1,2,5,5,4,NA,NA,NA,1,NA,3,2,2,3,3,3,4,0,0,0,0,0,0,0,NA,NA,NA,1,NA,3,2,5,5,5,5,4,5,2.2,4.66666666666667,2.5,1,2.85714285714286,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.35077861663992593
53,"32ft1fq9u6rwh5vs",1,"2024-01-05T20:49:26Z",21,"weiblich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,0,0,3,2,2,2,3,1,2,10,10,10,NA,NA,NA,NA,1,3,4,3,1,2,0,3,0,0,2,4,4,2,5,NA,NA,NA,NA,NA,4,3,1,1,0,6,4,5,1.6,10,1,1.2,3,7,3,5,NA,NA,NA,3,1,2,"Es hat mir viel Spaß gemacht","Es hat mir keinen Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,2,3,0.3644467261489744
