"file","subject","vl","time","age","gender","job","pmotiv","IMI_SK_1","IMI_SK_2","IMI_SK_3","IMI_SK_4","IMI_SK_5","IMI_SR_1","IMI_SR_2","IMI_SR_3","IMI_SR_4","IMI_SR_5","IMI_SR_6","IMI_SR_7","SVS1","SVS2","SVS3","Pinball","Pong","Snake","Tetris","ZahlenMerken","autonomie1","autonomie2","autonomie3","SMS5_1","SMS5_2","SMS5_3","SMS5_4","SMS5_5","ITW_1","ITW_2","ITW_3","ITW_4","ITW_5","ITW_6","BuchstabenMerken","QuadrateErinnern","VisuelleAnordnung","MatheaufgabenLösen","boomshine","SMS5_2r","SMS5_4r","ITW_3r","ITW_4r","ITW_6r","IMI_SK_5r","IMI_SR_2r","IMI_SR_6r","SMS5","SVS","ITW","IMI_SK","IMI_SR","game1","game2","game3","game4","game5","game6","gamesTotal","gamesFun","gamesWork","spielGefallen1","spielGefallen2","spielGefallen3","spielGefallen4","spielGefallen5","spielGefallen6","hits","total","BF"
154,"cgjyq8bcv1yope2r",2,"2024-01-10T12:35:58Z",21,"weiblich","Auszubildende:r","Ich tue jemandem einen Gefallen",0,0,0,0,3,2,2,2,2,4,1,3,8,10,10,NA,NA,NA,1,NA,3,2,3,0,5,1,5,1,4,0,4,2,2,2,NA,NA,NA,NA,NA,1,1,1,3,3,3,4,5,0.8,9.33333333333333,2.166666666666667,0.6,3.14285714285714,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.39163987860353583
155,"5e2xj0ctq1qtqtyh",2,"2024-01-10T13:43:50Z",34,"männlich","Berufstätig","Ich möchte die Wissenschaft unterstützen",1,0,1,1,3,3,1,3,3,3,1,1,8,7,8,1,1,1,1,NA,1,1,1,2,3,2,4,2,2,3,3,3,2,3,NA,NA,NA,NA,1,3,2,2,2,2,3,5,5,2.2,7.66666666666667,2.166666666666667,1.2,3.28571428571429,3,2,6,1,NA,NA,4,3,1,"Es hat mir viel Spaß gemacht","Es hat mir viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,3,4,0.4203904387862925
156,"08wl3f8b7c51ge2m",2,"2024-01-10T14:31:40Z",27,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,1,3,1,1,1,3,0,3,1,2,1,1,1,1,NA,1,0,2,0,0,6,0,3,2,2,3,3,2,3,NA,NA,NA,1,NA,6,6,2,2,2,2,3,3,4.2,2,2,0.4,1.42857142857143,0,NA,NA,NA,NA,NA,1,1,0,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.4068240869930922
157,"84k95m47ncjmhq1q",2,"2024-01-10T16:06:39Z",31,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",1,0,0,1,3,3,0,3,3,2,1,1,7,5,6,1,1,1,1,1,3,1,2,2,3,2,2,1,3,2,4,4,2,3,NA,NA,NA,NA,NA,3,4,1,1,2,3,6,5,2.4,6,1.833333333333333,1,3.28571428571429,8,2,NA,NA,NA,NA,2,1,1,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,NA,NA,1,2,0.4074647093611693
66,"ua0p5l6uff62f8wh",1,"2024-01-10T16:07:00Z",38,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,1,3,2,1,1,2,0,1,1,2,NA,1,NA,1,1,3,1,1,0,4,1,5,0,0,0,2,2,0,2,1,NA,NA,1,NA,2,1,3,3,3,2,3,4,0.8,1.33333333333333,1.5,0.4,1.71428571428571,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.39453877406404475
201,"v2ofg2kyxbx4b6p3",3,"2024-01-10T18:14:44Z",50,"männlich","Selbstständig","Ich tue jemandem einen Gefallen",0,0,0,0,3,2,2,2,2,2,2,1,8,8,8,NA,NA,1,1,1,4,4,1,0,6,0,6,0,3,3,3,3,2,2,NA,1,NA,1,NA,0,0,2,2,3,3,4,4,0,8,2.5,0.6,2.42857142857143,4,NA,NA,NA,NA,NA,1,1,0,"Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.38226636439431505
158,"l78thk7zsdyjtv32",2,"2024-01-10T22:25:51Z",32,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,1,3,2,3,1,1,2,3,1,7,1,4,1,NA,NA,NA,NA,0,0,0,6,4,1,1,2,3,3,3,2,3,3,NA,NA,NA,NA,NA,2,5,2,3,2,3,3,3,3.2,4,2.666666666666667,0.8,1.85714285714286,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3706041021704965
159,"tvncmz665x8frmfa",2,"2024-01-11T07:58:50Z",24,"männlich","Student:in","Ich tue jemandem einen Gefallen",1,0,0,1,3,2,1,3,2,3,1,0,7,8,7,1,NA,NA,1,NA,2,0,0,0,3,1,4,0,5,5,1,1,5,1,NA,NA,1,NA,NA,3,2,4,4,4,3,5,5,1.2,7.33333333333333,4.5,1,2.85714285714286,5,NA,NA,NA,NA,NA,1,0,1,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.35951210259169364
160,"ccrbg6wymw9349k1",2,"2024-01-11T08:29:01Z",18,"männlich","Student:in","Ich tue jemandem einen Gefallen",2,1,1,2,1,3,0,3,3,3,0,0,8,8,9,1,1,1,1,1,2,1,0,1,2,0,4,0,4,3,1,3,3,0,NA,NA,NA,1,1,4,2,4,2,5,5,6,6,1.4,8.33333333333333,3.5,2.2,3.42857142857143,1,9,6,NA,NA,NA,3,1,2,"Es hat mir viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,NA,2,3,0.37184253936140554
161,"xh4yv2jdanq49jbh",2,"2024-01-11T13:23:05Z",29,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,2,2,2,2,2,2,0,5,5,5,NA,NA,NA,NA,NA,4,1,1,0,5,3,1,1,1,3,1,1,0,1,NA,NA,NA,1,NA,1,5,4,4,4,2,4,4,2,5,2.666666666666667,0.4,2.28571428571429,2,NA,NA,NA,NA,NA,1,1,0,"Es hat mir keinen Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.36068764406227144
162,"g2n7uwllnded7bda",2,"2024-01-11T14:54:01Z",70,"männlich","Selbstständig","Ich tue jemandem einen Gefallen",0,0,0,0,3,0,2,1,2,1,2,0,8,7,8,NA,NA,NA,NA,NA,4,0,0,0,6,0,6,0,3,3,3,2,3,3,NA,NA,NA,NA,NA,0,0,2,3,2,3,4,4,0,7.66666666666667,2.666666666666667,0.6,1.71428571428571,9,1,5,NA,NA,NA,3,1,2,"Es hat mir keinen Spaß gemacht","Es hat mir keinen Spaß gemacht","Es hat mir keinen Spaß gemacht",NA,NA,NA,2,3,0.37310029653351295
202,"4hw3er3fd5lqh0xx",3,"2024-01-11T15:11:04Z",26,"weiblich","Student:in","Ich tue jemandem einen Gefallen",0,0,1,0,4,3,1,3,3,3,1,0,10,8,8,1,1,1,1,1,4,4,1,0,0,0,2,0,3,3,3,1,2,3,NA,1,1,NA,NA,6,4,2,4,2,2,5,5,2,8.66666666666667,2.666666666666667,0.6,3.14285714285714,5,NA,NA,NA,NA,NA,1,0,1,"Es hat mir wenig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3618816758344816
203,"dl80j8ote3kjk4hj",3,"2024-01-11T15:23:28Z",45,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",1,1,1,1,2,3,1,3,3,3,0,3,5,5,5,NA,NA,NA,NA,NA,4,4,3,0,4,1,4,0,0,2,3,4,3,3,NA,NA,NA,1,NA,2,2,2,1,2,4,5,6,1,5,1.666666666666667,1.6,3.71428571428571,4,NA,NA,NA,NA,NA,1,1,0,"Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3512046691853423
204,"hktz888oe5brbqty",3,"2024-01-11T15:24:49Z",25,"weiblich","Student:in","Ich interessiere mich für das Thema Spiele",0,1,1,0,3,3,0,2,2,2,1,0,7,6,7,NA,NA,1,1,NA,3,2,3,0,4,0,5,0,2,4,4,3,2,1,NA,NA,NA,NA,NA,2,1,1,2,4,3,6,5,0.6,6.66666666666667,2.5,1,2.85714285714286,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3410348308641894
67,"cy9jh969zfo8ttfk",1,"2024-01-11T15:42:11Z",31,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,3,1,3,3,3,1,1,8,8,8,NA,NA,1,1,NA,4,4,1,0,4,0,4,0,4,4,4,2,4,2,NA,NA,NA,NA,NA,2,2,1,3,3,2,5,5,0.8,8,3.166666666666667,0.4,3.28571428571429,2,1,NA,NA,NA,NA,2,2,0,"Es hat mir wenig Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,NA,NA,1,2,0.3414357497959885
205,"kfby89l457l07me4",3,"2024-01-11T17:08:58Z",45,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,2,2,2,2,2,2,2,2,8,5,5,NA,1,1,1,NA,1,0,0,4,1,3,1,0,4,3,3,2,3,3,NA,NA,1,1,1,5,5,2,3,2,4,4,4,3.4,6,2.833333333333333,0.8,2.57142857142857,6,7,5,NA,NA,NA,3,0,3,"Es hat mir sehr viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,NA,2,3,0.3528082661563377
68,"ag16xyfb0bnlam90",1,"2024-01-11T17:16:58Z",40,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,2,0,4,4,4,0,0,10,10,6,NA,NA,NA,1,NA,4,4,4,0,5,0,6,0,0,0,5,4,0,0,NA,NA,NA,NA,NA,1,0,0,1,5,2,6,6,0.2,8.66666666666667,1,0.4,3.71428571428571,1,8,NA,NA,NA,NA,2,1,1,"Es hat mir keinen Spaß gemacht","Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,1,2,0.3532677505992539
163,"wlmqtup0v48d08p9",2,"2024-01-11T17:49:59Z",29,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",2,1,1,2,1,2,1,3,2,2,2,2,2,2,2,1,NA,NA,1,NA,3,4,3,1,3,1,5,0,3,3,3,2,3,2,1,NA,NA,NA,NA,3,1,2,3,3,5,5,4,1.2,2,2.833333333333333,2.2,2.85714285714286,7,5,9,4,NA,NA,4,1,3,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir wenig Spaß gemacht","Es hat mir keinen Spaß gemacht","Es hat mir sehr viel Spaß gemacht",NA,NA,3,4,0.37774994559812597
164,"unuhrcfdl8joe2a4",2,"2024-01-11T18:01:42Z",23,"weiblich","Student:in","Ich tue jemandem einen Gefallen",1,0,1,1,3,3,0,3,2,3,1,2,4,4,4,NA,NA,NA,NA,1,1,0,1,1,4,0,5,1,3,3,3,3,3,3,NA,1,NA,1,NA,2,1,2,2,2,3,6,5,1,4,2.5,1.2,3.42857142857143,9,1,1,1,4,7,6,4,2,"Es hat mir viel Spaß gemacht","Es hat mir keinen Spaß gemacht","Es hat mir keinen Spaß gemacht","Es hat mir viel Spaß gemacht","Es hat mir viel Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",6,6,0.44969201955063315
69,"k0ckdmcxw7drdg3a",1,"2024-01-11T18:43:53Z",35,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,4,0,4,4,4,0,0,9,9,9,NA,NA,NA,1,1,4,4,4,0,2,0,5,0,3,3,4,3,2,4,1,NA,NA,NA,NA,4,1,1,2,1,2,6,6,1,9,2,0.4,4,3,NA,NA,NA,NA,NA,1,1,0,"Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.43510930401161474
165,"ks9v3gsgupzkea08",2,"2024-01-11T20:32:51Z",27,"weiblich","Student:in","Ich möchte die Wissenschaft unterstützen",1,1,1,1,4,2,2,2,2,2,2,0,8,6,8,NA,NA,NA,NA,1,2,0,0,4,1,1,3,4,1,2,4,4,2,4,1,1,NA,1,NA,5,3,1,1,1,2,4,4,3.4,7.33333333333333,1.333333333333333,1.2,2.28571428571429,5,8,2,NA,NA,NA,3,1,2,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir keinen Spaß gemacht",NA,NA,NA,2,3,0.45138325746726476
70,"69l93ltb7e8jyot6",1,"2024-01-12T06:00:08Z",27,"männlich","Arbeitslos","Ich tue jemandem einen Gefallen",0,0,0,0,2,2,2,2,2,3,1,2,3,3,3,NA,1,NA,NA,NA,2,1,2,3,3,3,3,1,3,2,3,2,1,2,NA,NA,NA,1,NA,3,3,2,3,3,4,4,5,2.6,3,2.333333333333333,0.8,2.85714285714286,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.436710237298985
71,"7zowhdpcucefoels",1,"2024-01-12T11:49:30Z",35,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,3,0,1,2,1,0,3,0,8,8,8,NA,NA,1,NA,NA,3,3,1,0,4,0,6,0,0,2,4,4,2,5,NA,NA,NA,1,NA,2,0,1,1,0,3,5,3,0.4,8,1,0.6,1.57142857142857,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.42278559381537145
166,"l1o0stcnmvkg63h6",2,"2024-01-12T13:14:32Z",25,"männlich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,0,4,3,0,3,3,3,1,0,7,4,8,NA,1,1,1,NA,4,1,1,0,6,0,6,0,5,5,4,2,3,5,NA,1,1,1,NA,0,0,1,3,0,2,6,5,0,6.33333333333333,2.833333333333333,0.4,3.28571428571429,6,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.40955970150519827
72,"3cvnjyxj5rvum8fc",1,"2024-01-12T16:27:57Z",23,"weiblich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,0,4,2,0,2,2,2,1,1,7,5,7,1,1,1,1,NA,4,2,2,6,0,0,6,0,2,2,3,4,2,2,NA,NA,1,NA,NA,6,0,2,1,3,2,6,5,2.4,6.33333333333333,2,0.4,2.85714285714286,0,NA,NA,NA,NA,NA,1,1,0,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3969868984074605
73,"q8y9o383dhf1sz79",1,"2024-01-12T17:54:21Z",30,"weiblich","Berufstätig","Ich möchte die Wissenschaft unterstützen",1,1,2,0,2,3,1,3,2,3,1,1,7,5,6,NA,NA,NA,NA,1,2,2,2,3,3,3,5,0,1,2,4,4,2,4,1,1,NA,1,NA,3,1,1,1,1,4,5,5,2,6,1.333333333333333,1.6,3.14285714285714,7,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3850251205285015
167,"q8xh4mnvfo9rk0bz",2,"2024-01-12T19:00:15Z",30,"weiblich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,0,4,3,1,3,3,3,0,3,5,4,5,NA,NA,NA,1,NA,3,2,3,3,4,0,3,0,5,4,3,0,4,1,1,1,1,NA,1,2,3,2,5,4,2,5,6,1.6,4.66666666666667,4,0.4,3.71428571428571,6,2,4,4,NA,NA,4,3,1,"Es hat mir viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,3,4,0.4118577147225494
168,"wzhe0br352671rej",2,"2024-01-12T20:22:48Z",36,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,3,1,3,3,3,1,0,7,7,7,1,1,1,1,1,4,4,1,0,6,0,6,0,1,1,4,4,3,4,1,1,1,1,1,0,0,1,1,1,2,5,5,0,7,1.333333333333333,0.4,3.14285714285714,8,4,0,6,0,0,6,4,2,"Es hat mir viel Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht","Es hat mir viel Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht","Es hat mir viel Spaß gemacht",5,6,0.47312512305385
74,"65pca9t3a4k32941",1,"2024-01-12T22:09:10Z",21,"weiblich","Student:in","Ich habe Langeweile / nichts besseres zu tun",0,0,0,0,3,2,1,2,2,3,1,0,8,7,9,1,1,1,1,NA,1,1,1,4,5,1,2,0,4,4,0,1,4,1,NA,NA,NA,NA,1,1,4,5,4,4,3,5,5,2,8,4.166666666666667,0.6,2.71428571428571,1,NA,NA,NA,NA,NA,1,1,0,"Es hat mir wenig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.4577014836777835
169,"dy0hnzhbm1pn7ubb",2,"2024-01-12T23:25:37Z",27,"männlich","Selbstständig","Ich möchte die Wissenschaft unterstützen",0,0,0,0,3,2,2,3,3,3,1,0,8,9,7,1,1,1,1,1,1,0,1,2,4,5,2,6,4,2,3,4,3,3,NA,NA,NA,1,NA,2,4,2,1,2,3,4,5,3.8,8,2.333333333333333,0.6,2.85714285714286,5,NA,NA,NA,NA,NA,1,0,1,"Es hat mir wenig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.443060637304609
170,"hozkyu7lnl0nq7zy",2,"2024-01-12T23:44:43Z",25,"männlich","Student:in","Ich tue jemandem einen Gefallen",1,2,3,3,1,2,1,3,2,3,1,3,7,6,6,1,NA,1,NA,1,3,2,2,1,0,1,5,6,4,3,1,1,3,2,NA,1,1,1,1,6,1,4,4,3,5,5,5,3,6.33333333333333,3.5,2.8,3.28571428571429,0,0,NA,NA,NA,NA,2,2,0,"Es hat mir sehr viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,1,2,0.44388808883756226
75,"c8kd7l2yqgko9396",1,"2024-01-13T09:57:27Z",25,"weiblich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,0,3,1,2,1,1,2,2,0,7,6,7,NA,NA,NA,NA,NA,1,0,0,0,2,0,5,0,2,3,4,3,1,2,NA,NA,NA,1,NA,4,1,1,2,3,3,4,4,1,6.66666666666667,2,0.6,1.85714285714286,4,NA,NA,NA,NA,NA,1,1,0,"Es hat mir keinen Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.42991688545630485
76,"2ohaz4bda6tslz47",1,"2024-01-13T14:39:28Z",28,"männlich","Berufstätig","Ich denke, dass ich Spaß haben werde",0,0,0,0,4,4,1,3,3,4,0,2,8,0,8,1,NA,1,1,NA,3,3,3,0,5,0,6,0,1,2,5,5,1,4,NA,NA,NA,NA,NA,1,0,0,0,1,2,5,6,0.2,5.33333333333333,0.833333333333333,0.4,3.85714285714286,4,9,NA,NA,NA,NA,2,1,1,"Es hat mir sehr viel Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,1,2,0.4306920291962945
1,"pyywrzd11vtxwamo",NA,"2024-01-13T14:46:22Z",22,"männlich","Student:in","Ich möchte die Wissenschaft unterstützen",0,0,0,0,3,3,1,3,3,3,1,1,7,6,7,1,1,1,1,1,4,2,3,1,4,2,5,1,5,4,4,1,3,3,NA,NA,NA,NA,NA,2,1,1,4,2,3,5,5,1.4,6.66666666666667,3.166666666666667,0.6,3.28571428571429,7,1,NA,NA,NA,NA,2,1,1,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,NA,NA,1,2,0.4314766128425535
77,"bx76kfxs5ncrh1ru",1,"2024-01-13T14:47:27Z",29,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,4,0,4,4,4,0,4,10,0,10,1,1,1,1,NA,4,4,4,0,4,0,4,0,0,0,5,5,5,0,NA,NA,NA,NA,NA,2,2,0,0,5,2,6,6,0.8,6.66666666666667,1.666666666666667,0.4,4.57142857142857,6,2,5,0,NA,NA,4,2,2,"Es hat mir sehr viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht","Es hat mir sehr viel Spaß gemacht",NA,NA,3,4,0.46292042068691575
78,"gf6gtae8qbcb8pap",1,"2024-01-14T14:30:22Z",34,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",1,1,1,1,3,2,1,2,2,2,1,1,7,7,7,NA,NA,NA,NA,NA,2,2,2,2,5,1,2,0,3,2,3,4,2,3,NA,NA,1,NA,NA,1,4,2,1,2,3,5,5,1.6,7,2,1.4,2.71428571428571,5,8,NA,NA,NA,NA,2,0,2,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,1,2,0.4638628945867689
171,"bnl030qbnz8bugr0",2,"2024-01-14T20:47:40Z",22,"weiblich","Student:in","Ich tue jemandem einen Gefallen",1,0,1,0,3,3,1,2,3,2,1,0,4,9,4,NA,NA,1,1,1,3,2,0,0,2,1,4,0,5,4,4,4,4,2,1,1,NA,1,NA,4,2,1,1,3,3,5,5,1.4,5.66666666666667,3,1,2.85714285714286,1,5,NA,NA,NA,NA,2,1,1,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,1,2,0.4648160331917403
172,"e0hejurejunzuoc2",2,"2024-01-15T13:24:00Z",21,"weiblich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,1,4,3,1,3,3,3,2,1,8,8,8,1,1,NA,NA,NA,1,0,0,2,2,1,5,1,3,4,1,0,5,1,NA,NA,NA,1,NA,4,1,4,5,4,2,5,4,1.8,8,4.166666666666667,0.6,3.14285714285714,1,7,2,2,1,NA,5,4,1,"Es hat mir keinen Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht","Es hat mir viel Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht","Es hat mir wenig Spaß gemacht",NA,4,5,0.5182183051773602
79,"tal3wh1bvhea9xpm",1,"2024-01-15T19:49:16Z",36,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",2,0,0,1,3,2,1,2,3,2,2,1,4,5,5,1,NA,1,1,NA,1,0,0,4,2,2,2,5,2,2,1,3,2,1,NA,NA,NA,NA,NA,4,4,4,2,4,3,5,4,3.8,4.66666666666667,2.666666666666667,1.2,2.71428571428571,9,NA,NA,NA,NA,NA,1,0,1,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.5005591839128161
173,"05fdkrfhp32lcczc",2,"2024-01-16T19:05:55Z",25,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,3,2,1,3,3,3,1,0,5,6,7,1,1,1,1,1,1,0,0,4,1,2,2,1,5,5,2,2,3,1,1,1,1,1,1,5,4,3,3,4,3,5,5,3.2,6,3.833333333333333,0.6,3,2,9,7,NA,NA,NA,3,1,2,"Es hat mir wenig Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,2,3,0.5203680012071458
174,"syua246f7kvyys66",2,"2024-01-16T21:30:59Z",27,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,3,1,3,3,2,2,1,7,7,7,NA,NA,NA,1,NA,3,1,0,0,2,0,4,0,4,2,2,4,3,2,NA,NA,NA,1,NA,4,2,3,1,3,2,5,4,1.2,7,2.666666666666667,0.4,3,1,NA,NA,NA,NA,NA,1,1,0,"Es hat mir keinen Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.5025925933869794
175,"yqmqykdtz7ghl7uz",2,"2024-01-17T20:05:38Z",59,"weiblich","Selbstständig","Ich denke, dass ich Spaß haben werde",0,0,0,0,4,2,1,3,3,3,1,0,9,9,9,NA,NA,1,NA,1,4,1,0,4,5,4,3,2,2,2,3,3,2,3,1,1,NA,1,NA,1,3,2,2,2,2,5,5,2.8,9,2,0.4,3,0,NA,NA,NA,NA,NA,1,1,0,"Es hat mir wenig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.4857513246301706
176,"mzb5wrndpmfgzdnk",2,"2024-01-20T18:09:31Z",32,"männlich","Student:in","Ich tue jemandem einen Gefallen",1,0,0,0,3,2,1,2,2,3,1,2,4,4,5,NA,NA,1,NA,NA,3,2,1,2,4,2,5,1,3,3,2,2,4,2,NA,NA,NA,NA,NA,2,1,3,3,3,3,5,5,1.6,4.33333333333333,3.166666666666667,0.8,3,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.4697811378668413
